Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type,Soil_Type,Wilderness_Area,Hillshade
13815,2751,45,15,190,38,2550,335,5,10,3,3pm
13816,2594,14,19,210,59,1368,1627,3,10,3,9am
13817,3417,66,9,595,138,2101,1590,1,40,1,Noon
13818,3373,311,10,376,39,1482,836,7,38,3,3pm
13819,3385,322,11,426,50,1566,752,7,38,3,9am
13820,3328,82,14,256,-20,3180,1758,7,39,3,Noon
13821,2897,331,18,698,131,2271,780,5,11,3,3pm
13822,2901,335,16,671,135,2279,752,5,11,3,9am
13823,2906,349,12,618,140,2296,698,5,11,3,Noon
13824,2507,252,6,30,3,1177,1538,3,17,3,3pm
13825,2519,194,18,60,22,1136,1398,3,4,3,9am
13826,2522,130,14,242,36,977,1101,3,2,3,Noon
13827,2623,1,13,295,86,1458,1699,3,10,3,3pm
13828,2456,116,6,30,2,808,700,3,4,3,9am
13829,3207,285,5,558,23,888,1920,1,31,3,Noon
13830,3419,45,18,335,70,3109,1399,7,39,3,3pm
13831,2627,26,8,297,111,1448,1749,6,2,3,9am
13832,2499,69,6,30,1,1224,1366,6,17,3,Noon
13833,2500,42,13,60,3,1253,1357,6,17,3,3pm
13834,2506,188,15,85,20,1146,1159,3,4,3,9am
13835,3402,326,17,516,76,1570,765,7,39,3,Noon
13836,3437,38,11,402,88,3153,1343,7,37,3,3pm
13837,2654,57,11,0,0,2608,1061,2,20,3,9am
13838,2667,112,7,42,-2,1950,1697,3,32,3,Noon
13839,2625,81,10,300,106,1466,1828,6,2,3,3pm
13840,2583,51,12,192,76,1383,1666,6,10,3,9am
13841,3383,315,18,458,74,1451,908,7,39,3,Noon
13842,3244,30,15,150,39,3511,2250,1,31,3,3pm
13843,2687,135,5,120,9,2105,1768,3,32,3,9am
13844,3209,72,26,323,40,1295,1290,7,30,1,Noon
13845,3281,39,15,300,116,3510,2098,7,39,3,3pm
13846,3262,41,18,210,68,3540,2184,1,31,3,9am
13847,3198,90,24,285,29,1273,1261,7,30,1,Noon
13848,2708,33,5,451,30,2376,1621,6,32,3,3pm
13849,2704,63,3,391,26,2333,1681,6,32,3,9am
13850,2586,47,20,216,76,1443,1589,6,2,3,Noon
13851,2488,58,14,30,3,1296,1208,6,4,3,3pm
13852,3249,84,16,319,80,1397,1383,7,30,1,9am
13853,2843,49,22,306,171,1226,769,5,13,3,Noon
13854,3263,342,13,108,31,3600,2460,1,31,3,3pm
13855,2621,110,13,362,76,1571,1820,3,2,3,9am
13856,2508,305,32,108,53,743,551,6,10,3,Noon
13857,3426,110,11,768,193,2106,1642,7,35,1,3pm
13858,3286,95,13,408,120,1550,1535,7,39,1,9am
13859,2870,352,16,408,198,1127,671,5,32,3,Noon
13860,2850,63,26,295,178,1237,780,5,13,3,3pm
13861,2784,264,32,313,135,1907,1383,2,13,3,9am
13862,3405,275,15,577,110,1539,870,7,39,3,Noon
13863,2602,59,12,268,92,1499,1578,3,2,3,3pm
13864,2471,174,5,30,-3,1047,902,3,4,3,9am
13865,2467,324,6,0,0,841,674,6,17,3,Noon
13866,2856,75,28,285,184,1249,792,5,13,3,3pm
13867,3387,297,9,569,99,1482,960,7,39,3,9am
13868,3417,39,18,540,68,3400,1461,7,39,3,Noon
13869,2701,22,11,242,23,2278,1860,6,32,3,3pm
13870,2673,171,7,120,26,1907,1866,6,4,3,9am
13871,2651,60,17,228,12,1837,1889,6,11,3,Noon
13872,3417,108,9,703,184,2089,1651,7,35,1,3pm
13873,2813,96,30,190,141,1343,886,5,13,3,9am
13874,3390,311,10,553,51,1500,962,7,39,3,Noon
13875,2695,29,10,162,16,2208,1930,6,32,3,3pm
13876,2680,31,11,120,9,2105,1902,5,10,3,9am
13877,2610,121,7,297,-11,1772,1950,6,11,3,Noon
13878,2615,105,9,283,70,1650,1809,3,2,3,3pm
13879,2596,202,12,242,51,1599,1690,3,2,3,9am
13880,2602,166,8,240,80,1566,1600,3,4,3,Noon
13881,3474,117,6,907,241,2389,1397,7,35,1,3pm
13882,3367,111,20,532,134,1805,1772,7,39,1,9am
13883,2671,278,5,108,28,1939,1931,6,4,3,Noon
13884,2473,47,9,42,3,1008,883,6,17,3,3pm
13885,2891,319,16,420,219,1142,708,5,32,3,9am
13886,2736,22,9,503,108,2567,1535,5,32,3,Noon
13887,2612,90,15,234,-9,1839,2001,6,11,3,3pm
13888,2557,313,24,192,91,649,495,6,10,3,9am
13889,3458,149,10,824,225,2343,1471,7,35,1,Noon
13890,3438,78,15,726,205,2226,1521,7,39,1,3pm
13891,3404,135,6,595,171,2052,1597,7,35,1,9am
13892,3224,79,25,175,58,1426,1377,7,30,1,Noon
13893,3089,178,9,458,63,2249,1579,2,32,3,3pm
13894,3403,306,10,466,64,1556,972,7,38,3,9am
13895,3415,292,14,454,76,1602,912,7,38,3,Noon
13896,3479,69,7,684,130,3435,1224,7,37,3,3pm
13897,2745,357,5,430,98,2652,1448,5,32,3,9am
13898,2696,24,11,210,25,2182,1991,6,32,3,Noon
13899,2646,86,27,170,24,1897,2018,6,4,3,3pm
13900,2886,90,28,330,214,1249,816,5,13,3,9am
13901,3153,212,4,90,18,916,1633,1,23,3,Noon
13902,3480,68,7,713,131,3463,1216,7,37,3,3pm
13903,2744,324,4,362,87,2737,1362,5,32,3,9am
13904,2748,13,9,497,110,2631,1511,2,32,3,Noon
13905,2695,37,10,162,41,2162,2014,6,10,3,3pm
13906,2536,318,7,108,31,1179,1082,3,10,3,9am
13907,3467,85,10,722,118,3520,1324,7,37,3,Noon
13908,2703,34,10,228,49,2218,2048,6,32,3,3pm
13909,2898,88,22,360,226,1243,830,5,32,3,9am
13910,3467,148,9,755,118,3501,1289,7,37,3,Noon
13911,2653,82,13,85,7,2148,2070,6,10,3,3pm
13912,2554,160,11,67,9,1717,1680,3,4,3,9am
13913,2520,344,12,42,4,1371,1290,6,17,3,Noon
13914,3367,126,21,446,134,2002,1539,7,39,1,3pm
13915,3428,157,14,552,126,2140,426,7,38,3,9am
13916,3412,196,7,175,19,2864,458,7,40,3,Noon
13917,2756,357,16,361,72,2843,1318,5,32,3,3pm
13918,2613,43,10,30,4,2117,2108,6,10,3,9am
13919,2627,211,20,30,5,2047,2121,3,17,3,Noon
13920,3335,134,31,384,102,1956,1548,7,39,1,3pm
13921,3268,128,12,285,70,1624,1558,2,29,1,9am
13922,3371,353,13,760,100,1234,1677,7,38,3,Noon
13923,3397,175,9,240,0,2442,300,7,38,3,3pm
13924,3398,187,8,0,0,2711,424,7,38,3,9am
13925,3334,11,15,395,95,3270,2379,7,32,3,Noon
13926,2767,351,12,450,90,2800,1412,5,32,3,3pm
13927,2608,82,11,95,14,1976,2041,6,4,3,9am
13928,2538,337,22,95,14,1348,1291,6,10,3,Noon
13929,2551,344,15,150,35,1273,1201,6,10,3,3pm
13930,2570,119,18,283,134,300,190,3,4,3,9am
13931,2848,316,17,162,50,3187,446,2,10,3,Noon
13932,2773,355,10,492,96,2801,1448,5,32,3,3pm
13933,2533,97,4,30,-3,1489,1473,6,17,3,9am
13934,3372,344,16,874,101,1195,1905,7,38,3,Noon
13935,3386,351,14,787,47,1315,1630,7,38,3,3pm
13936,3351,20,13,451,112,3210,2345,7,32,3,9am
13937,2534,329,10,67,-2,1449,1445,6,10,3,Noon
13938,2571,317,12,335,101,700,641,6,2,3,3pm
13939,3136,90,14,216,-32,1224,1114,2,29,1,9am
13940,3043,39,13,1218,245,2899,1064,2,31,3,Noon
13941,2780,358,5,424,68,2949,1319,5,32,3,3pm
13942,3363,125,31,402,130,2112,1381,7,39,1,9am
13943,3412,359,9,430,73,1560,1300,7,38,3,Noon
13944,3409,104,2,234,70,1718,1075,7,38,3,3pm
13945,3383,162,12,390,19,2347,457,7,38,3,9am
13946,3382,184,10,362,18,2398,437,7,38,3,Noon
13947,3095,52,16,1318,226,2911,1328,2,32,3,3pm
13948,2873,342,8,268,75,3273,553,2,32,3,9am
13949,2816,63,16,120,37,3270,757,2,24,3,Noon
13950,2559,125,9,42,5,1756,1809,3,4,3,3pm
13951,3388,190,7,134,-4,2911,424,7,38,3,9am
13952,3425,172,13,990,76,3354,1112,7,36,3,Noon
13953,3378,36,15,543,139,3121,2251,7,39,3,3pm
13954,3242,139,9,170,2,2917,765,1,23,1,9am
13955,3283,91,15,242,50,1999,1425,7,39,1,Noon
13956,3216,337,5,277,35,376,1236,1,23,3,3pm
13957,3382,166,12,366,128,2208,618,7,38,3,9am
13958,3425,203,12,990,76,3245,1350,7,38,3,Noon
13959,2578,117,15,30,-6,1937,2024,6,17,3,3pm
13960,2559,345,5,108,12,1566,1638,5,2,3,9am
13961,3315,92,21,313,82,2093,1345,7,39,1,Noon
13962,3235,22,3,175,11,150,1237,1,32,3,3pm
13963,3411,334,12,815,72,1423,1622,7,38,3,9am
13964,3425,16,9,371,86,1650,1273,7,38,3,Noon
13965,2885,28,9,351,87,3363,624,2,32,3,3pm
13966,2810,26,9,283,48,3204,1140,2,32,3,9am
13967,3405,348,13,1022,66,1320,1786,7,38,3,Noon
13968,3372,180,5,30,0,2768,591,7,38,3,3pm
13969,3373,197,6,0,0,2821,571,7,38,3,9am
13970,2590,202,5,503,120,679,698,3,2,3,Noon
13971,3270,88,19,182,37,2012,1379,7,39,1,3pm
13972,3413,349,13,990,74,1359,1745,7,38,3,9am
13973,3429,22,10,272,90,1752,1167,7,38,3,Noon
13974,3350,115,22,42,11,1910,1015,7,39,3,3pm
13975,3364,216,4,162,0,2605,571,7,38,3,9am
13976,3372,200,7,67,-3,2888,514,7,38,3,Noon
13977,3404,156,10,1138,55,3290,992,7,38,3,3pm
13978,3171,146,15,957,21,3121,2672,2,33,3,9am
13979,2559,315,6,85,3,1652,1771,6,2,3,Noon
13980,3195,72,5,0,0,2608,920,1,23,1,3pm
13981,3368,177,4,30,-1,2850,577,7,38,3,9am
13982,3233,139,13,658,19,2995,3059,2,32,3,Noon
13983,3262,85,19,153,29,2014,1358,7,39,1,3pm
13984,3073,270,11,60,16,1500,1682,1,23,3,9am
13985,3319,210,32,108,35,2143,836,7,39,3,Noon
13986,3339,207,28,162,85,2188,816,7,39,3,3pm
13987,3387,210,8,564,119,3449,150,1,31,3,9am
13988,3404,214,7,1140,55,3093,1385,7,38,3,Noon
13989,2585,29,11,30,3,1900,2047,6,2,3,3pm
13990,2564,344,7,134,2,1637,1783,5,2,3,9am
13991,2530,128,14,339,75,361,492,3,4,3,Noon
13992,3432,343,9,962,93,1423,1677,7,38,3,3pm
13993,3448,0,7,514,109,1693,1290,7,40,3,9am
13994,3448,0,7,484,109,1708,1266,7,40,3,Noon
13995,3447,10,7,395,108,1756,1195,7,40,3,3pm
13996,3391,156,9,1084,189,3208,1001,7,38,3,9am
13997,3403,200,6,1170,192,3055,1418,7,38,3,Noon
13998,3343,128,17,787,104,2916,2554,1,33,3,3pm
13999,2587,27,13,67,5,1865,2024,6,11,3,9am
14000,2579,31,11,150,7,1747,1907,6,11,3,Noon
14001,2573,104,4,361,26,1339,1500,5,2,3,3pm
14002,2880,250,35,295,129,2481,741,2,13,3,9am
14003,2992,261,9,0,0,2070,1307,1,21,3,Noon
14004,3453,358,7,666,114,1650,1399,7,40,3,3pm
14005,3358,229,9,60,7,2672,691,7,38,3,9am
14006,3406,170,12,800,167,2888,2138,7,38,3,Noon
14007,2939,53,11,787,141,3255,793,2,10,3,3pm
14008,3457,7,8,612,118,1704,1333,7,40,3,9am
14009,2577,36,4,319,23,1442,1632,5,2,3,Noon
14010,2843,59,25,256,121,1844,757,5,33,3,3pm
14011,3299,97,29,60,5,2123,799,7,39,3,9am
14012,3267,210,30,108,26,2270,702,7,39,3,Noon
14013,3298,211,26,162,38,2357,671,7,39,3,3pm
14014,3345,228,13,30,-5,2682,641,7,38,3,9am
14015,3378,155,12,992,176,3140,990,7,38,3,Noon
14016,2674,103,23,162,35,2297,2542,3,11,3,3pm
14017,2624,302,12,30,11,2117,2307,6,10,3,9am
14018,2576,45,3,382,24,1377,1584,5,2,3,Noon
14019,3175,150,10,85,-4,2407,966,1,23,1,3pm
14020,2846,74,25,247,124,1855,732,5,33,3,9am
14021,3260,102,27,30,-2,2186,741,7,39,3,Noon
14022,3345,157,7,150,-20,2971,604,7,38,3,3pm
14023,3233,128,13,577,117,2783,3303,2,33,3,9am
14024,2767,145,8,228,37,2611,2100,5,11,3,Noon
14025,3237,190,8,30,-3,2270,671,7,22,3,3pm
14026,2615,27,11,212,11,1842,2060,6,10,3,9am
14027,2578,58,4,424,22,1366,1605,5,2,3,Noon
14028,2823,99,24,180,101,1934,649,5,13,3,3pm
14029,3313,216,13,60,-5,2620,541,7,38,3,9am
14030,3321,210,12,0,0,2689,543,7,38,3,Noon
14031,2861,99,19,270,139,1865,680,5,13,3,3pm
14032,3330,93,31,162,67,2174,743,7,39,3,9am
14033,2977,0,16,696,179,3030,878,2,10,3,Noon
14034,2850,97,23,240,128,1905,638,5,13,3,3pm
14035,2836,91,24,210,114,1932,618,5,13,3,9am
14036,3289,240,19,0,0,2569,503,7,38,3,Noon
14037,3354,174,12,1087,115,2713,1900,7,38,3,3pm
14038,2586,41,10,492,22,1355,1639,5,11,3,9am
14039,3127,186,13,182,6,2084,641,1,22,1,Noon
14040,3256,93,26,95,16,2297,618,7,39,3,3pm
14041,3368,174,7,990,166,2780,1529,7,38,3,9am
14042,3243,120,22,558,127,2631,2732,1,33,3,Noon
14043,2736,145,12,67,6,2467,2215,5,11,3,3pm
14044,2656,348,18,42,9,2063,2440,6,10,3,9am
14045,2634,15,14,351,26,1742,2012,6,10,3,Noon
14046,3211,210,23,488,-21,2089,1008,2,29,1,3pm
14047,3338,180,12,789,136,2925,1115,7,33,3,9am
14048,3177,180,13,306,61,2580,3123,2,33,3,Noon
14049,2741,93,10,95,11,2493,2173,5,11,3,3pm
14050,2837,110,19,242,118,1947,573,5,13,3,9am
14051,2669,346,18,42,11,2059,2514,6,10,3,Noon
14052,2546,87,9,466,43,1050,1415,5,17,3,3pm
14053,2653,91,9,361,36,1789,2156,6,2,3,9am
14054,2644,108,6,430,29,1739,2072,6,2,3,Noon
14055,3312,206,11,277,44,3174,607,1,38,3,3pm
14056,3327,168,12,1106,145,2565,1937,7,39,3,9am
14057,2794,119,24,124,75,2069,446,2,13,3,Noon
14058,3013,270,12,95,14,1848,1412,1,23,3,3pm
14059,3131,270,1,488,67,1187,1099,1,23,3,9am
14060,3319,175,13,1104,145,2530,1974,7,31,3,Noon
14061,2674,80,4,297,38,1813,2290,3,2,3,3pm
14062,2868,71,33,153,68,752,677,2,29,1,9am
14063,3310,181,10,1150,194,2482,2098,7,31,3,Noon
14064,3310,174,10,1090,194,2475,2155,7,31,3,3pm
14065,2889,47,23,335,164,1897,618,5,33,3,9am
14066,3093,177,19,277,20,2431,3378,2,33,3,Noon
14067,2595,47,8,360,56,1320,1724,2,4,3,3pm
14068,2830,90,32,180,105,2055,457,5,13,3,9am
14069,3417,86,46,342,186,2405,607,7,39,3,Noon
14070,3244,145,8,258,44,3037,277,1,22,3,3pm
14071,3219,127,9,603,103,2377,2642,1,33,3,9am
14072,3072,178,22,331,41,2423,3175,2,33,3,Noon
14073,3044,156,22,391,63,1849,1482,1,29,1,3pm
14074,2934,51,28,360,209,1926,618,5,13,3,9am
14075,3233,190,13,366,33,3192,418,1,22,3,Noon
14076,3304,173,17,541,102,2846,1018,2,36,3,3pm
14077,3035,128,15,420,68,2563,2750,2,33,3,9am
14078,2829,192,13,674,99,2792,1871,3,10,3,Noon
14079,2941,89,28,360,216,1944,612,5,13,3,3pm
14080,2827,91,34,180,102,2089,437,5,13,3,9am
14081,2822,162,18,631,92,2725,1936,3,4,3,Noon
14082,2679,104,9,295,-18,1824,2553,6,2,3,3pm
14083,2668,123,15,324,-21,1782,2498,6,2,3,9am
14084,2866,92,32,240,141,2058,488,5,13,3,Noon
14085,2810,296,21,300,-36,2591,175,1,33,3,3pm
14086,3220,195,5,451,72,792,499,1,32,3,9am
14087,3441,238,10,789,241,2140,1027,7,38,3,Noon
14088,2577,180,20,256,42,1431,2058,3,4,3,3pm
14089,3104,233,12,150,40,1503,1129,1,23,3,9am
14090,2918,216,12,1006,123,2582,1354,2,34,3,Noon
14091,2717,132,13,300,6,1987,2661,6,4,3,3pm
14092,3151,31,11,60,0,1736,277,1,23,1,9am
14093,2835,276,29,319,-24,2646,182,1,33,3,Noon
14094,3262,255,7,641,28,630,649,1,32,3,3pm
14095,3332,307,2,750,130,778,1138,7,32,3,9am
14096,2920,194,12,642,76,2659,1786,5,26,3,Noon
14097,2986,156,16,931,189,2605,1414,2,34,3,3pm
14098,2681,150,8,301,96,1829,2672,6,2,3,9am
14099,2578,171,17,150,39,1275,1915,3,4,3,Noon
14100,3225,79,24,300,21,1981,800,1,22,1,3pm
14101,3007,98,15,458,262,1888,780,5,13,3,9am
14102,3323,5,11,525,89,721,1653,7,31,3,Noon
14103,3413,191,11,779,207,1989,1200,7,38,3,3pm
14104,2915,169,12,582,71,2619,1849,5,26,3,9am
14105,2943,84,31,342,199,1996,661,5,13,3,Noon
14106,2889,105,28,277,148,2063,571,5,13,3,3pm
14107,2862,112,28,228,120,2109,511,5,13,3,9am
14108,3286,322,6,658,96,696,725,1,32,3,Noon
14109,3375,269,12,840,118,1048,2190,1,32,3,3pm
14110,2900,220,12,1082,234,2491,1436,5,34,3,9am
14111,2525,147,16,85,16,1057,1719,3,4,3,Noon
14112,3338,172,2,603,43,924,1377,7,32,3,3pm
14113,2837,106,20,638,208,2652,1874,3,10,3,9am
14114,2751,129,16,457,117,2617,2079,5,10,3,Noon
14115,2541,185,15,60,2,1167,1921,3,4,3,3pm
14116,3335,200,6,589,40,966,1283,7,32,3,9am
14117,2884,146,22,967,107,2437,1470,5,13,3,Noon
14118,2653,185,27,180,68,1776,2750,3,4,3,3pm
14119,2657,180,26,182,73,1729,2697,3,4,3,9am
14120,2839,111,31,170,95,2167,524,5,13,3,Noon
14121,3323,75,46,153,123,2754,400,7,39,3,3pm
14122,2774,127,14,469,145,2670,2038,3,10,3,9am
14123,3195,11,20,150,20,1624,331,1,22,1,Noon
14124,2898,121,39,228,153,2122,618,5,13,3,3pm
14125,2882,133,39,216,137,2140,626,5,13,3,9am
14126,3068,13,3,85,4,1906,1292,1,22,3,Noon
14127,3353,283,8,480,42,841,1657,7,32,3,3pm
14128,3401,197,13,666,201,2321,912,1,32,3,9am
14129,2942,151,27,376,191,1928,837,5,13,3,Noon
14130,2893,205,13,234,34,2371,2270,2,26,3,3pm
14131,2875,145,11,361,33,2397,2067,5,26,3,9am
14132,2876,127,27,819,98,2326,1595,5,13,3,Noon
14133,2868,129,28,212,123,2105,674,5,13,3,3pm
14134,2856,124,30,190,110,2135,646,5,13,3,9am
14135,3348,8,8,516,19,750,2192,7,31,3,Noon
14136,2921,260,22,837,255,2290,1674,5,13,3,3pm
14137,2840,104,23,558,207,2462,1981,3,10,3,9am
14138,2669,125,15,212,35,2352,2356,5,4,3,Noon
14139,2663,147,17,210,29,2324,2377,5,4,3,3pm
14140,2554,34,7,0,0,1273,2364,6,17,3,9am
14141,3004,315,6,212,22,2735,685,1,32,3,Noon
14142,3010,75,17,108,14,1966,3450,1,26,3,3pm
14143,2846,237,8,859,83,2250,1654,5,17,3,9am
14144,2868,293,12,859,188,2250,1667,5,13,3,Noon
14145,2858,137,25,726,79,2240,1687,5,13,3,3pm
14146,2837,133,19,757,59,2233,1682,5,13,3,9am
14147,2849,263,12,845,84,2220,1687,5,17,3,Noon
14148,2799,100,21,450,166,2443,2082,3,10,3,3pm
14149,2651,184,24,90,44,1945,2713,3,4,3,9am
14150,2879,144,16,247,128,2011,792,5,13,3,Noon
14151,2855,100,24,162,110,2101,711,5,13,3,3pm
14152,3033,43,16,180,17,1892,3532,1,26,3,9am
14153,2924,173,29,680,258,2224,1812,7,4,3,Noon
14154,2676,158,20,175,47,2430,2335,3,10,3,3pm
14155,2633,164,27,60,26,1905,2755,3,4,3,9am
14156,2872,157,16,242,121,2010,805,5,13,3,Noon
14157,2866,143,16,212,115,2040,778,5,13,3,3pm
14158,3355,265,3,323,29,878,2010,7,32,3,9am
14159,3262,229,5,805,131,1860,2356,1,31,3,Noon
14160,2847,129,23,659,69,2185,1749,5,13,3,3pm
14161,2825,216,8,731,53,2165,1740,5,17,3,9am
14162,2831,236,7,752,66,2162,1741,5,17,3,Noon
14163,2634,130,15,90,0,2279,2461,5,4,3,3pm
14164,3184,30,23,350,122,1236,319,1,22,1,9am
14165,3346,201,8,270,35,969,1771,1,32,3,Noon
14166,2884,33,8,30,3,2210,2701,2,26,3,3pm
14167,2648,140,19,95,19,2353,2420,3,4,3,9am
14168,2617,122,15,85,13,2045,2656,3,4,3,Noon
14169,3024,314,25,552,74,2964,499,1,33,3,3pm
14170,3351,221,5,256,23,942,1982,7,32,3,9am
14171,3353,237,5,268,24,938,2012,7,32,3,Noon
14172,2825,131,17,624,48,2121,1806,5,13,3,3pm
14173,2870,173,30,573,204,2148,1917,7,4,3,9am
14174,2625,79,8,30,-8,2230,2524,6,17,3,Noon
14175,2594,328,19,85,6,1650,2897,6,10,3,3pm
14176,2616,7,16,120,33,1571,2888,6,10,3,9am
14177,3355,249,4,258,21,964,2044,7,32,3,Noon
14178,2834,127,23,566,56,2101,1842,5,13,3,3pm
14179,3108,236,23,67,26,2731,1292,2,33,3,9am
14180,3128,67,9,485,102,1681,3482,1,24,3,Noon
14181,2813,253,10,618,56,2046,1860,5,17,3,3pm
14182,2905,290,22,655,204,2040,1875,5,13,3,9am
14183,3180,334,11,90,13,1310,153,1,23,3,Noon
14184,3268,185,9,210,40,1243,1006,1,21,3,3pm
14185,3321,222,7,150,10,1140,1630,7,21,3,9am
14186,3346,72,8,350,24,997,2616,7,31,3,Noon
14187,3077,214,14,0,0,2784,1222,2,23,3,3pm
14188,2902,99,11,180,15,2112,2870,2,26,3,9am
14189,2836,184,11,0,0,2075,2432,5,17,3,Noon
14190,2820,275,18,604,59,2014,1890,5,17,3,3pm
14191,2616,89,11,30,0,2144,2631,6,17,3,9am
14192,2875,288,28,618,174,1980,1926,5,13,3,Noon
14193,3329,255,5,90,11,1148,1756,7,38,3,3pm
14194,3344,279,5,127,5,1090,1994,7,32,3,9am
14195,2630,329,24,95,21,1897,2678,6,10,3,Noon
14196,2656,342,23,190,53,1616,2744,6,10,3,3pm
14197,3193,49,5,150,7,1354,190,1,23,3,9am
14198,2839,288,28,541,85,1922,1981,5,13,3,Noon
14199,2774,185,22,319,108,2021,2151,2,10,3,3pm
14200,2623,344,16,90,12,2003,2631,6,24,3,9am
14201,2630,335,21,95,19,1945,2639,6,24,3,Noon
14202,3267,28,15,616,208,1019,466,1,22,1,3pm
14203,3202,25,11,390,127,1001,680,1,22,1,9am
14204,3311,262,7,30,0,1261,1618,7,38,3,Noon
14205,2809,162,13,30,4,2001,2356,5,26,3,3pm
14206,2795,175,9,430,38,1914,2016,5,17,3,9am
14207,2739,159,22,210,73,2120,2326,3,4,3,Noon
14208,2720,144,23,190,72,2177,2388,3,4,3,3pm
14209,2626,345,13,120,15,2052,2594,6,24,3,9am
14210,2798,143,5,0,0,1994,2337,5,17,3,Noon
14211,2646,335,25,150,35,1958,2575,6,24,3,3pm
14212,2796,214,2,0,0,1948,2321,5,17,3,9am
14213,2748,17,10,0,0,2024,1018,2,23,3,Noon
14214,2751,343,16,30,7,2233,882,1,23,3,3pm
14215,3158,95,10,240,6,3048,977,1,32,3,9am
14216,2814,28,5,60,-2,1889,2496,5,26,3,Noon
14217,2646,108,6,0,0,2215,2493,6,17,3,3pm
14218,2652,37,11,162,19,2177,2493,6,10,3,9am
14219,2653,343,21,212,42,2060,2502,6,24,3,Noon
14220,2710,334,30,242,99,1826,2536,6,10,3,3pm
14221,2722,345,24,268,111,1768,2548,6,10,3,9am
14222,3220,82,14,247,66,3328,819,1,32,3,Noon
14223,2802,218,21,120,24,1860,2230,2,26,3,3pm
14224,2851,233,24,390,106,1774,2130,5,13,3,9am
14225,2744,123,20,277,64,1842,2248,2,10,3,Noon
14226,2724,332,28,268,113,1819,2506,6,10,3,3pm
14227,3348,292,10,134,14,1302,2001,1,32,3,9am
14228,3162,111,17,295,8,3046,1003,2,32,3,Noon
14229,3313,78,17,914,232,1434,3113,1,33,3,3pm
14230,2789,105,9,0,0,1850,2376,5,17,3,9am
14231,2674,330,24,85,30,2221,2430,6,10,3,Noon
14232,2669,51,21,170,37,2190,2432,6,10,3,3pm
14233,2714,322,24,272,103,1900,2461,6,10,3,9am
14234,3035,147,5,30,0,2639,1350,2,23,3,Noon
14235,2818,247,22,313,73,1719,2190,5,13,3,3pm
14236,3251,138,7,85,4,1739,2084,1,32,3,9am
14237,2774,257,18,242,22,1702,2223,5,17,3,Noon
14238,2649,283,3,0,0,2030,2385,6,17,3,3pm
14239,3217,25,20,108,7,2029,1772,1,24,3,9am
14240,2784,63,11,60,0,1756,2446,5,26,3,Noon
14241,2702,324,22,127,56,2132,2341,6,10,3,3pm
14242,2778,0,3,30,1,1712,2420,5,17,3,9am
14243,2706,44,22,255,62,2145,2312,6,10,3,Noon
14244,2749,302,17,361,54,1840,2348,6,10,3,3pm
14245,3052,300,11,499,78,2905,1129,1,23,3,9am
14246,3178,39,23,95,24,2438,1490,1,24,3,Noon
14247,2996,65,15,671,115,1679,2899,2,33,3,3pm
14248,2747,235,21,108,8,1559,2375,5,17,3,9am
14249,2698,318,18,162,51,1944,2230,6,10,3,Noon
14250,2755,333,20,424,115,1974,2233,6,10,3,3pm
14251,3119,198,26,85,23,2993,1114,1,33,3,9am
14252,2719,323,18,216,73,1959,2195,6,10,3,Noon
14253,3290,327,14,323,62,1710,845,1,31,3,3pm
14254,2831,36,14,256,56,1595,2647,2,26,3,9am
14255,2687,317,11,60,-2,1572,2268,5,17,3,Noon
14256,2752,357,14,335,100,2015,2130,6,10,3,3pm
14257,2767,45,1,454,72,1945,2143,6,10,3,9am
14258,2991,39,15,760,155,1529,2768,2,33,3,Noon
14259,3279,94,13,794,203,577,1182,1,22,1,3pm
14260,3108,246,11,309,-30,2588,618,1,32,3,9am
14261,3239,165,11,30,-2,1087,1173,1,22,1,Noon
14262,3094,318,12,569,-10,2803,765,1,23,3,3pm
14263,3233,4,12,779,43,2002,541,1,22,3,9am
14264,2840,270,37,120,69,2173,1410,1,13,3,Noon
14265,3079,130,22,297,81,1781,2205,2,33,3,3pm
14266,2726,294,17,210,28,1463,2107,5,10,3,9am
14267,2742,334,10,319,62,1590,2037,3,11,3,Noon
14268,2745,329,11,342,68,1608,2030,3,11,3,3pm
14269,3259,343,7,778,51,2018,607,1,32,3,9am
14270,3274,26,8,731,48,2001,685,1,32,3,Noon
14271,2850,355,15,420,89,1290,2802,2,11,3,3pm
14272,2714,334,10,277,19,1301,2041,5,17,3,9am
14273,2743,284,9,331,42,1374,1984,5,11,3,Noon
14274,3393,189,8,297,46,1899,2215,1,32,3,3pm
14275,3036,173,27,335,76,1811,2197,2,33,3,9am
14276,2738,23,8,0,0,1150,2222,5,17,3,Noon
14277,2724,318,12,313,29,1288,2001,5,11,3,3pm
14278,2740,287,10,351,46,1333,1967,5,11,3,9am
14279,2750,281,5,371,49,1381,1935,5,11,3,Noon
14280,2759,307,5,474,69,1468,1855,3,11,3,3pm
14281,2851,259,28,162,70,2282,1584,1,13,3,9am
14282,2877,53,5,0,0,1839,1921,2,23,3,Noon
14283,3012,119,6,30,-1,2984,1587,1,22,3,3pm
14284,3063,243,14,212,46,1240,2725,1,33,3,9am
14285,2750,295,5,0,0,990,2213,5,17,3,Noon
